question_id,question_content,question_tags
566766,could tell  person atrial fibril  take metoprolol   valium need  also requir second medic high blood pressur one go valium  ,high blood pressur  atrial fibril  abnorm blood pressur  metoprolol  valium  hypertens  hypertens  fibril  blood pressur  beta blocker
58011,correl asthma eczema,eczema  asthma
581348,deep ach ankl feet well  neuropathi  feet turn blue purpl feel cold turn red shower  ,peripher vascular diseas  red skin  vascular condit  vascular diseas  nerv damag  angiiti  neuropathi  diabet neuropathi  vascul  podiatri
581391,4 mth old  congest  sneez  wet cough  runni nose ran fever low grade  put vapor rub feet,rhiniti  fever  cough  nasal spray  pretz  respiratori system  common cold  runni nose  oxymetazolin  seamist
58625,vitamin b12 defici leg cramp anterior shin splint  get cure forev  abl jog henceforth,muscl strain  shin splint  leg cramp  vitamin defici  numb  vitamin b12 defici  poor nutrit  magnesium  potassium  splint
586969,ach burn  feet  most ball   hurt period rest  first step pain   heel pain  hi arch 105lbs 40 yrs ,heel pain  babi first step  antiinflammatori  ibuprofen  motrin
587366,could swollen lymph node normal cbc  neck wisdom tooth extract  10month ago bad infect  hole sinus time,enlarg lymph node  swollen gland  tooth extract  complet blood count  cbc
589267,day yesterday heart rate drop 40 bpm  yesterday start feel pressur chest left arm discomfort  could beta blocker run er heart attack ,heart attack  cardiac arrest  myocardi infarct  beta blocker  heart rate  run  metoprolol
590458,ive symptom past 3 months: nasal congest  tire  achey bodi  headach  dizzi  weak  sore throat  bad breath could,sinus  congest nose  asthenia  throat pain  stuf nose  headach  dizzi  sore throat  block nose  ent head neck surgeri
592377,doctor put mother two ssris  lexapro  20 mg ad zoloft 50 mg place abilifi  safe worri seratonin syndrom ,serotonin syndrom  zoloft  sertralin  ssri  serotonin  lexapro  aripiprazol  abilifi
593674,finish 2 round zpack bronchiti  wheez cough  still sick   prescrib prednison  advair diff dr   ive pee everi 2 hrs night  normal med,bronchiti  urinari tract infect  cough  wheez  azithromycin  z pak  bladder  urin  prednison  micturit
594261,4 year old 100 5 fever complain pain @ top head   runni nose cough sneez easili fatigu   could take er,rhiniti  cough  fever  runni nose  pediatr
597380,mri show  disc bulg upper lower spine spinal stenosi  area   told  peripher neuropathi    relat ,neuropathi  spinal stenosi  peripher neuropathi  nerv damag  spinal diseas  mri  magnet reson imag
598187,dentist quick clean tarter front teeth fill els  updated_at =  find one front teeth becom sensit ,sensit teeth  dentistri
599669,use marijuana pregnanc help w  anxieti  depress quit pregnant   unsaf use breastfeed,feel anxious  depress  smoke  marijuana  children health  healthi pregnanc  pregnanc  get pregnant  lactat  ganja
600220,earach ear  pain  constant dull  warm feel  also havestiff neck shoulder  could,stiff  ear infect  earach  shoulder stiff  otiti interna  stiff neck  otiti externa  otiti media
602618,normal father  foot swell 1 year open heart surgeri blood pressur cholesterol level normal,foot swell  open heart surgeri  surgeri  circul  heart surgeri  metabol problem  blood pressur
60316,ive depress late normal im quit happi person  got bad thought suicid  take antidepress,depress  thought suicid  suicid  antidepress
603631,brace correct underbit  protrus longer via teeth extract  hear click nois  need surgeri fix tmj,tmj syndrom  underbit  tooth extract  surgeri  brace
606462,root canal infect tooth strong antibiot  face swollen hurt bad ,root canal  antibiot
606570,treatment option detach retina lower part eye,detach retina  retin detach  eye health  retina  retin surgeri  retin detach surgeri
60771,eat   prostat cancer avoid sugar drink glass red wine ok  danger,red skin  prostat cancer  cancer  sugar  male health
610212,4 5 x 3 5 thyroid nodule: solid  hypervascular  tgab 70 tsh 3 15  symptomat   cancer marker,thyroid nodul  inflamm thyroid  cancer  antithyroid medic  thyroid stimul hormon  biopsi  nodul  sonogram  surgeri  ultrasound guid biopsi
613167,advanc lobular breast cancer  success rate mastectomi  3rd generat chemotherapi radiat done,neoplasm  breast carcinoma  breast cancer  cancer  gamma ray  hormon  mastectomi  chemotherapi  radioact  medic oncolog
614901,didnt get depoprovera 6 month ago want get pregnant right away  first month got period brown last 4 day  final  bleed normal  test ovul cant seem get pregnant ,ovul  pregnanc  get pregnant  fertil  semen  sex  menstrual period  menstrual cycl  femal health
61548,neurontin accept pain med treat sever pain diabet neuropathi,diabet type 2  diabet  neuropathi  child diabet  nerv damag  seizur  diabet risk  cymbalta  capsaicin  gabapentin
616568,elev blood serotonin level caus break random rash,high blood pressur  dermat  skin rash  rash  abnorm blood pressur  serotonin  blood pressur
619507,4 yr old child high fever  would like altern  acetaminophen ibuprofen  far apart taken,fever  dehydr  high fever  motrin  pain medicin  nuprin  panadol  ibuprofen  rufen  tempra
619623,pain shoulder  press radiat head   dull headach back head   brain tumor,headach  nausea  seizur disord  neoplasm  clumsi  cancer  brain cancer  brain tumor  seizur  massag
620365,lower wisdom teeth remov  right side neck  throat  jaw pain hard open mouth swallow ,inflamm  feed  wisdom teeth  tooth extract
623998,think ive got allergi keep sneez hav irrit nose itch eye  happen around febapr everi year sinc 2yr ,hypersensit  allergi
626155,ive throat pain right side form 2 month  1 doctor told tmj  ear also pain jaw also  bt click sound jaw  swallow problem,sore throat  throat pain  tmj syndrom
626936,sinc nov  llq pain palp  near hip bone  intermit trace blood protein urin  intermitt upper abdomen pain   fatti liver  low back pain  ct schedul  worri pancreat  cancer  idea,abdomin pain  back pain  palpit  protein urin  fatti liver  cancer  pancreat cancer  low back pain  protein  comput tomographi
628252,teeth sensit hurt eat  fill known caviti ,cari  dental cari  tooth decay
628706,hi 3 week sinc wisdom tooth extract  earach left ear expect that gone  cant hear right ear  ,earach  tooth extract  wisdom tooth extract
633201,mother stage 4 rare breast cancer  got doubl mastectomi  ive read incred benefit coq10  input,breast cancer  breast carcinoma  cancer  coq10  mastectomi  femal health
634148,see pulmonarologist tomorrow sob  chest xray  ekg blood work normal  could asthma  copd emphysema gp said lung sound clear,asthma  emphysema  general practition  electrocardiogram  copd  xray chest
634208,would sign breast cancer show regular chest ex ray would show mammogram,breast cancer  breast carcinoma  cancer  mammogram  mri breast contrast  mri breast  ultrasound breast  digit mammogram
640419,vitamin defici caus fatigu depress anxieti  especi concern fatigu  blood level 10 ,fatigu  feel anxious  depress  lethargi  poor nutrit  vitamin defici  vitamin defici  ricket  calcitriol  vitamin
650255,swollen cervic lymph node 5 month havnt shrunk grew normal cbc doctor worri mean cancer,cancer  complet blood count  cbc  immun
650481,16yo 2 seizur eye roll cant woke within 2 day 1 neg eeg 1 pos mean hes epilept drs dont know,unconsci  epilepsi  seizur disord  seizur  epilept seizur  eeg
6612681,husband asthma sick high fever vomit could flu go hospit,influenza  flu
6612744,sinc asthma ankl trauma octob troubl sleep due chest tight pain seen sever doctor period still noth help fine,insomnia  asthma  sleep disturb  chest pain  chest tight  sleep  ankl trauma
6623582,ok like rais eyebrow sudden got felt like muscl cramp head  normal muscl feel tight face also  also got headach ,
6625640,shingl normal left shoulder   without outbreak right  caus arm go numb caus dizzi  lightheaded,dizzi  numb  herp zoster  shingl
6634031,root canal 5 day ago  2 day pea lump gum  pain swell  dentist call clindamycin  help,root canal  clindamycin  cleocin
6635931,24 male    enlarg subment submandibular node side    molar tooth side hurt infect reason  ,molar tooth
6640066,pinsneedl head switch side daili pain jaw neck unbalanc hard swallow tmjbrainneck mri clear brain feel foggi help,difficulti swallow  tmj syndrom  mri neck  mri  magnet reson imag  chiropractor
6640798,sever toothach tooth fill 2 year ago  went dentist want root canal could find anyth wrong x ray ,tooth pain  root canal
6643401,small extrem itch bump leak yellow crust around nose  chin  forehead bit cheek  neck itch around jawlin  idea,
6649632,infect tooth dentist cant get anoth week two wonder someon could call antibiot bring swell,antibiot
6658793,im get blood drawn morn drink alcohol last night blood test medicin take,alcohol
6672053,son 9 play sun 1 hour afternoon daili  get ankl pain  blood test show vitamin d3 9ng ml  someth wrong much supplement need,ankl pain  supplement  children health  vitamin
6674403,mayb way remov scar tissu cheek prevent cheekbit teeth straight well care ,scar  human bite  cheek bite
6674929,safe take duloxetin 60 mg morn buspar 15 mg bedtim togeth  like caus serotonin syndrom,serotonin syndrom  duloxetin  serotonin  cymbalta  buspar  busipiron
6692368,unprotect sex 2 day ago  sex im wateri clear oderless discharg sign pregnanc ,sexual intercours  birth control  sex  pregnanc
6694439,got one greenpea size non tender lymph node neck side wisdom tooth infectn  see dentist soon  lymph node relat tooth infect,dental abscess  tender lymph node
66945,prescrib remeron  sleep problem also hope knock situat depress  30mg daili  good medic,insomnia  weight gain  depress  situat depress  remeron  sleep  mirtazapin
6698061,took augmentin 7 day clindamycim 7 day base oral surgeon recommend  still tooth infect  what next see doc soon  tks,periodont  augmentin  amoxicillin clavulan
6698566,serious bleed gum gingiv recent notic red itchi bump roof mouth    gingiv,inflamm gum  gum diseas  itchi rash  oral maxillofaci surgeri  oral surgeri  gingiv
6705676,19 year old shave privat area sinc 16 left ingrown hair caus scar  definit make insecur go swim even chang cloth   know way get rid,scar  ingrown hair  swim  cicatrix
6707616,im due period today need delay till least saturday    iv taken appl cider vinegar drink water lemon help,menstrual period  menstrual cycl
6716766,treat anxieti depress insomnia ativan 14 year noth,insomnia  feel anxious  depress  ativan  anxieti
6717265,ive take 3 advil  6 hour 10 day due tooth pain  dentist recommend alev  long wait take last dose advil,tooth pain  dental pain  ibuprofen  naproxen  alev  advil
6717577,feel depress toward end pregnanc tri deal anxieti panic attack  therapi  hurt babi,feel anxious  depress  panic attack  melancholia  pregnanc  anxieti
6718480,anxieti add  take zoloft klonopin anxieti affect concentr  safe add ritalin mix,feel anxious  methylphenid  ritalin  sertralin  klonopin  zoloft  clonazepam  anxieti
6721396,start antidepress  zoloft better option effexor got parkinson   well,zoloft  venlafaxin  sertralin  effexor  antidepress
6731803,mani day wisdom tooth extract brush wound site  rins corsodyl brush teeth ,wound  wisdom tooth extract  tooth extract
6732940,constant wateri diarrhea everi 30 minut  fever  excess sweat  chill  vomit  dizzi  fatigu,vomit  dizzi  perspir  loos stool  fever  diarrhea  excess sweat  lethargi  vertigo  emesi
6733551,displac fibula fractur rough 45 inch knee  doctor saw crutch rice need surgeri,broken bone  crutch  surgeri  crutch  open repair fibula fractur
6734524,lower lymph node behind ear swollen  earach  drainag  wisdom teeth come   ear infect wisdom teeth,ear infect  earach  wisdom teeth  ent head neck surgeri  otiti media  oral surgeri  oral maxillofaci surgeri
6735172,dental clean 2 week ago got infect tooth  er last saturday iv antibiot  cheek eye socket hurt swollen,dental clean  antibiot
6739946,doctor prescrib fluticason proair hfa albuterol easier breath night  dont asthma  bad,asthma  fluticason  proventil  ventolin  albuterol
6740324,friend left ankl swollen point caus split red tender ackelis tendon also red dot look like ingrown hair pimpl spread upword ball foot lower shin pain feel better lea,acn  pimpl  ingrown hair  split
6740327,hive 3 week  thought reaction new acn cream tri benzoyl peroxid  would system  psoriasi knee elbow  hive seem exacerb psori,acn  hive  pimpl  psoriasi  facial pimpl  dermatolog  desquam  clearasil  benzoyl peroxid  benzac
6740822,32 yr old male plan take depoprovera hair growth sexual urg reduct  good idea,provera  libido  depo provera
674844,cant sleep  ok take melatonin supplement,insomnia  alcohol  exercis  caffein  sex  vitamin supplement  supplement  sleep  melatonin  sleep hygien
6751758,autioimmun diseas sexual activ  im virgin think genit boil fill puss pop blood come littl white pus current  one pop got anoth right help,pus
6761400,tooth crack rotten caus lymph node behind  ear swell littl tender,tender lymph node
6766330,skin rash  month  skin itch  scratch  1st littl bump would appear  spread rais red lump littl bump  sound like,vomit  skin rash  nausea  abdomin pain  appetit  rash  sever abdomin pain  belli pain  hida scan  gallston
677126,everi morn  right wake start sneez  itchi nose wateri eye sometim itch  could allerg,wateri eye  hypersensit  lacrim  child allergi  claritin  zaditor  loratadin  sleep  cetirizin  allergi
678189,fill 42  one side  pain issu idea two caviti   sinc fill one side hurt chew ,cari  tooth decay  dental cari  dentistri
678705,best med plan headache:concuss neck sprain sport injuri neuro seen  tingl back head  stiff neck  nausea one month later,sprain strain  headach  nausea  stiff  neck injuri  inflamm  stiff neck  tingl  ibuprofen  advil
690989,swollen lymph node neck year  ct scan show abnorm  im scare could cancer,swollen gland  enlarg lymph node  cancer  comput tomographi  ct scan
693418,notic white spoy iri  itch red eye also wont stop water  emerg,ulcer  corneal ulcer  scar  vision
695352,ankl sprain 4 month ago  mri  everyth normal  still pain heel calf stretch turn foot r hand  what wrong,sprain strain  ankl sprain  talus fractur  sprain  mri  magnet reson imag  foot sprain
696590,jaw realli sore  teeth feel trap chang occlus  teeth move around light tooth bond polish front teeth set,dentistri  bond
699483,herniat l5 s1 2011 sciatic pain gone   sinc last week feel tingl numb middl toe left feet  due herniat disc,herniat disk  bulg disk  numb  tingl  hernia  neuroma  morton neuroma  nerv  travel
700097,gum receed  trauma  front tooth grind  molar shift inward  clench grindingteeth  sore mouth area  bite cheek  troubl chew ,molar tooth  human bite
702819,moment jaw click sound stage slip disc still pop  see treat tmj,bulg disk  slip disc  tmj syndrom  dentistri
703410,could mammogram 40 increas risk breast cancer,breast carcinoma  breast cancer  cancer  exposur radiat  radioact  gamma ray  irradi  mammogram  digit mammogram
707,differ ibuprofen acetaminophen,fever  inflamm  rufen  antiinflammatori  analges  tempra  nsaid  panadol  pain medicin  nuprin
71074,breast sore tender  period stomach feel fuuy  took pregnanc test negat  could pregnant,nausea  mens  menstrual period  femal health  healthi pregnanc  pregnanc  menstrual cycl  pregnanc test
714969,penil discharg  feel like pee std test came neg  also negat cultur  sensit exam  trich,std  sexual transmit infect  gonorrhea  trichomona  penil discharg  urethr  urin  urin  penil  micturit
718517,punch woden shelf right hand lost temper middl finger knuckl swollen snd cant squeez hand  happen,
722131,sick bad cold cough 10 day  im prednison  amoxicillin  albuterol  nose spray  robittusin  asthma wheez breath cough  help,cough  asthma  wheez  pneumonia  liquid pred  prednison  deltason  proventil  ventolin  amoxil
727723,ms lesion brain come goi get mri tomorrow tho acut flare month ago,multipl sclerosi  mri  magnet reson imag
728879,swollen cheek impact wisdom tooth cyst  pain side palat,tooth pain  deal wisdom teeth  oral maxillofaci surgeri  antibiot  dentistri  oral surgeri  tooth extract  wisdom tooth extract  wisdom teeth  palat
731096,knee surgeri 4 year ago take glucosamin  pill could take enough  play sport bad,sport activ  surgeri  knee surgeri  glucosamin
735216,vitamin protein defici caus depress,depress  poor nutrit  vitamin defici  ricket  folic acid  tryptophan  phenylalanin  serotonin  folat  dopamin
74,danger smoke marijuana breastfe,children  ganja  breastfeed  cannabi  marijuana
74136,solid benign thyroid nodul grow quick could normal tsh level solid benign nodul thyroid,inflamm thyroid  thyroid nodul  antithyroid medic  nodul  thyroid stimul hormon
745031,breast cancer rampant believ mammogram causat  could verifi inform,breast cancer  breast carcinoma  cancer  exposur radiat  digit mammogram  mammogram  gamma ray  irradi  radioact
750237,dr  said polycoloni gammapathi  im 26 pot possibl autoimmun w  ana 1:160  esr 29  said shes send oncologist realli scare lymphoma multipl myleloma leukemia,inflamm  gammopathi  cancer  leukemia  lymphoma  medic oncolog  esr  ana
751523,wisdom teeth grow normal pain brush bloodi tast mouth throb n sore gum brush,inflamm  wisdom teeth
754768,lumbar spinal stenosi four back surgeri  also nerv damag leg feet feel extrem burn tingl  want puta spinal cord stimul scs  good idea,tingl  nerv damag  neuropathi  neuropraxia  spinal stenosi  transmiss  burn pain  implant  revis surgeri  surgeri
760185,cardiac issu caus everyday head pressur  throb vessel back head  numb brain feel  stick neurolog ,numb  neurolog
760666,chest tight  tired  short breath  light headed earli  mid  late asthma attack symptom,asthma  chest pain  chest tight  breathless  multi infarct dementia
766266,mouth open make pop sound jaw slide tmj also tmj caus perman hear loss  thank,tmj syndrom  hear loss
76955,5 yrs old son use ventolin blue colour brown asma sleep cough frequent almost breath worri,cough  asthma  breathless  steroid  albuterol  ventolin  sleep
770461,l5s1 fusion rev hardwar remov 1 year ago  therapi done  still ach pain lt side hip iliac crest tender touch,joint pain  bone graft  graft  tactil  fusion
77169,colonoscopi transfer cancer cell patient colon cancer healthi person,cancer  colon cancer  colonoscopi  colon  transmiss
772012,impact wisdom tooth@cyst remov upper general anesthet palat tight@pain pass thank,palat  general anesthesia  anesthet
772240,suffer depress  dont want get addict antidepress drug,addict  depress  antidepress
78579,haorribl pain back lower side right leg fron back knee heel tender touch hurt walk,blood clot  tactil  gait
788946,ive lump neck 4 year  caus sharp pain ear  headach  gp ent recommend ibuprofen  doesnt help,headach  motrin  pain medicin  nuprin  rufen  ibuprofen  biopsi  general practition  ent head neck surgeri  advil
789211,echo new heart murmur appear 6 month ago  told fine  fatigu  fever  splinter nail hemorrhag blood+protein urin  could still endocard despit normal echo,infecti diseas  fever  fatigu  lethargi  heart murmur  infect heart valv  hemorrhag  blood cultur  protein  echocardiogram
793978,sprain foot contus  put pressur heel rest ach   throb  bruis top,podiatri  motrin  ice  ibuprofen  brace  antiinflammatori  advil  sprain
800071,get crutch sprain ankl walk long dont bend hurt even like bad bruis swollen todo,sprain strain  ankl sprain  broken bone  sprain  orthoped surgeri  brace  gait  crutch  crutch
810355,wean klonopin lupus  sever headach week  templ  eye  region ear back head hurt  never worsen light  see doctor wait pass,sinus pain  sinus  headach  system lupus erythematosus  klonopin  clonazepam
819554,intermitt throb headach +48 hour tenni  seem connect neck rub neck recreat   best treatment:  heat  ibuprofen  flexeril,headach  motrin  pain medicin  nuprin  rufen  ibuprofen  exercis  flexeril  cyclobenzaprin hcl  advil
819804,wbc 3 6 rbc 2 99 plt 107  hgb 9 9 hct 34 1 mchc 29 0 mcv 114 2 rdw 17 5 wrong  weak dizzi  shoot chest pain  ,dizzi  chest pain  heart attack  anemia  cardiac arrest  myocardi infarct  chest tight  chest pressur  angina  white blood cell
821859,got angina 18 year old 22  stress ecg  ecg  24 hour ecg  echo  cardiac mri  cardiac mra done  heart structur perfect  point get test done young age,stress  chest pain  angina  magnet reson imag  echo  mri  electrocardiogram
823450,eat regular food wisdom tooth extract ,spici food  feed  diet  wisdom tooth extract  tooth extract  nutrit
828291,old root canal without crown caviti  opt crown lengthen fill crown pull get implant,broken bone  implant  root canal  crown  caviti
829353,lower rt wisdom tooth extract 3 month ago use local  tooth impact took 1 1 2 hour remov  swollen still  click jaw  stuffi ear tmj,tmj syndrom  dentistri
831160,sed rate 30  cbc ok  urin ok  metabol ok  ana+ speckl 1:640  serum protein ok  back pain one year w  right flank pain  could cancer lupus panel neg  rheum drs dismiss ,back pain  system lupus erythematosus  cancer  pain back  protein  complet blood count  cbc  sediment rate  urin  ana
833258,tmj dental caus tingl numb chin  jaw lip  polyneuropathi  wasnt sure dental  dental issu ,numb  tingl  tmj syndrom  dentistri
842571,sharp shoot pain hip leg  sometim knee leg feel like go bone  could sciatica ive tingl sit lot ,back pain  tingl  neuralgia  pain back  nerv  nerv pain  sciatica  low back pain
84436,1 month old cough  doc said slight cold get wors  sneez  fever distress  ,fever  cough  low temperatur  oxymetazolin  irrig
848926,mother breast cancer 48   37 andi doctor recommend get mammogram    baselin check necessari,breast carcinoma  breast cancer  cancer  mammogram  digit mammogram
850688,son 6year old swollen finger red warm  said itch ,insect bite  finger swell  children health
853238,make get wisdom teeth swell faster,wisdom teeth
856492,teeth snap togeth bite hard close sometim bite inner cheek uncontrol sleep,teeth  muscl spasm  stress  tmj syndrom  grind teeth  malocclus  oral maxillofaci surgeri  dentistri  sleep  human bite
856691,stage 4 breast cancer met lung  brain  adren  liver chemo long one live w chemo radiat,breast cancer  breast carcinoma  cancer  irradi  radioact  gamma ray  chemotherapi  end life care  hospic  hospic care
856728,infect keep come back broken teeth  need see dentist cant get right away  im augmentin  4th med far ,warfarin  coumadin  antibiot  dentistri  augmentin  amoxicillin clavulan
856942,bright red blood stool  includ lg clot  feel nauseat  light head  dull pain mid back left side  worri,dizzi  nausea  malais  multi infarct dementia  blood stool  gastrointestin bleed  digest bleed  fece  hemorrhoid
857961,without ib symptom two year  sudden  lot plus new problem includ constip  dark red blood mucus  daili abdomin pain  occasion fever nausea  egd done gi doctor said celiac ,constip  nausea  fever  irrit bowel syndrom  cancer  celiac diseas  fecal retent  gastroenterolog  gluten  candida
864225,could type two diabet caus maculopapular rash face arm leg occasion itchi,itchi rash  diabet type 2  inflammatori condit  rash  skin rash  diabet  dermat  fungal infect  insect bite  bacteria
864424,mri determin risk stroke futurebeen sore neck head pressur  head mri done normal  tension,diabet type 2  heart diseas  high blood pressur  diabet  stroke  cerebr vascular accid  diabet risk  smoke  mri head  hypertens
87735,back teeth keep chip would dentist stop wisdom teeth 90% good oral hygien fill,teeth  wisdom teeth
87998,high fever sever day symptom ms exacerb,fever  high fever  multipl sclerosi  autoimmun diseas
881949,diagnos mild concuss  februari  headach lessen throb head  slight dizzi still cant  exercis,dizzi  headach  migrain headach  migrain  divalproex  magnesium  riboflavin  depakot  calcium  vertigo
884290,ct scan show faint ild  went lung dr said pulmonari function test show asthma ild ,asthma  interstiti lung diseas  pulmonari function test  ct scan  comput tomographi  spirometri
889265,two inconclus biopsi thyroid nodul mwhat suggest,thyroid nodul  sonogram  thyroglobulin  thyroid antibodi  antibodi  thyroid scan  nodul  biopsi
893545,caus pain joint finger  elbow  knee  low back pain,back pain  arthriti  pain joint  psoriasi  psoriat arthriti  sciatica  pain back  low back pain  rheumatolog
894734,went er high bp bad headach headpressur  left  read 146 94  142 92 123 83  given pain medicin er bp caus headach head pressur,headach  abnorm blood pressur  hypertens  pain reliev  blood pressur  analges  pain medicin
901902,5 day postop wisdom tooth extract  heal perfect  dentist said im great   keep food hole stitch without irrig syring  syring may caus dri socket said ,dri socket  nutrit  syring  tooth extract  irrig  wisdom tooth extract  dentistri
902187,get check copd smoker 3 year serious medic condit  howev  cough phlegm occasion short breath ,cough  breathless  smoke  copd
902886,gum around first premolar tooth  right side  sore obvious red swell around area could pain around gum area tooth,
903794,safe get flu pneumonia shot time given seprat 6 month pregnant sever asthma ,asthma  flu  influenza  pneumonia  nasal spray  pregnanc  obstetr  flu shot  pneumococc vaccin  pneumovax
906390,neck brown spot  chest red wrink  face wrinkl  brown spot  red  fraxel laser ipl,laser  intens puls light  fraxel laser
907332,earach start right left mild sore throat drainag could  also habe bad headach,respiratori tract infect  headach  sore throat  throat pain  fever  earach  ear infect  high fever  otiti media  respiratori system
907378,lupus remiss   sore ear   fever  larg node front ear jaw pain  swollen lymph node caus jaw pain   dentist said teeth ok  derm say ear infec,fever  system lupus erythematosus  jaw pain  antibiot  dermatolog  dentistri
908539,40yr fem  normal stress test  cta chest  ekg  echo norm dop sugg impair lv relax  doctor say heart fine  holter show pvcs pac isol  despit norm diagnosi heart flip flop lot ,stress  prematur ventricular contract  isol  electrophysiolog studi  stress test  holter monitor  electrocardiogram  echo  cta
918160,breastfeed get period  headach  back pain  nausea  increas appetit  cramp  becom sensit smell  possibl imight pregnant,appetit  back pain  headach  increas appetit  nausea  menstrual period  lactat  pain back  pregnanc  breastfeed
918245,lhermitt normal neuro brain neck mri  neuro say ms  symptom intensifi exercis  ms,multipl sclerosi  mri  mri neck  magnet reson imag  exercis
919258,heart cath negat 2 year ago  ecg  ekg countless visit er drs   feel like cant get deep breath  even wors tri exercis   someth anxieti,heart diseas  feel anxious  exercis  electrocardiogram  cardiac catheter  anxieti
919657,found ct heart angio may 4 mm calcifi nodul  possibl intrapulmonari lymph gland  worri lung cancer  follow ,cancer  lung cancer  nodul  biopsi  comput tomographi  open biopsi
91989,8 year old son season allergi  give children claritin wonder also children benadryl ,hypersensit  child allergi  season allergi  steroid nasal spray  singulair  child allergi test  flonas  zyrtec  memori  allergi test
920497,radiat pain left arm jaw occassion neck pain back left shoulder blade pain  last 34 month  got ekg done june ok  scare month ,neck pain  pinch nerv  slip disc  radiculopathi  cervic radiculopathi  electrocardiogram
926586,got first period sinc deliveri 12 month post partum  third child  bleed foralmost three week   vagina swollen shut itchi  sexual contact  what wrong,vagin itch  menstrual cycl  femal health  children
930177,im die starvat  6 day wisdom teeth surgeri  dont want dri socket  eat,wound  dri socket  surgeri  wisdom teeth
930553,abdomen pain  tender touch week  esp eat  bms seem normal  nausea vomit  burp subsid  hunger meal despit discomfort  could ulcer,abdomin pain  appetit  belch  nausea  abdomin discomfort  vomit  ulcer  belli pain  nausea vomit  tactil
930622,babi 5 month ago  im breast feed miss period 2 month pregnant  brown discharg  ultrasound found cyst ovari cervix  could cancer,miss period  cancer  femal health  pregnanc  feed  sonogram  breastfeed
93496,person depress depend life antidepress that case threatment worth tri,depress  antidepress
938343,went ent check  sore lesion tongu told irrit salivari gland eat yogurt ill fine  trust,salivari gland  ent head neck surgeri
939282,small red dot roof mouth toward back throat  mouth dri tongu red white coat part  throat hurt,yeast infect  throat pain  candidiasi  sore throat  thrush  oral thrush  gentian violet  nadostin  mycostatin  nyaderm
939412,30w pregnant  flu + pneumonia shot  p  recommend dtap shot whoop cough  get,cough  flu  pneumonia  pertussus  whoop cough  pediatr pulmonolog  pulmonolog  pediatr allergi  pregnanc  children
940021,im 18  ex smoker hookah smoker  lump throat  loss weight appetit  dri tongu sore neck  neck feel swollen ,appetit  tobacco smoke
940654,mani doctor said might bad gallbladd chronic back pain  pain right shoulder adomin gnaw  ct abdomen pelvi ultrasound  everyth appear ok  iget hida scan done,back pain  cholecyst  pain back  sonogram  ct abdomen  comput tomographi  gastroenterolog  hida scan
940660,sprain ankl 3 month ago still swollen bruis hurt mom want take specialist would done + witch one im15,ankl sprain  sprain
94195,clinic breast exam need mammogram consid cost  think done ,breast swell  breast self exam  menstrual cycl  menstrual  mammogram  breast exam  digit mammogram
942052,lump neck  jaw  near ear could cancer,wound  benign tumor  adenoma  neoplasm  cancer  lump front neck  fine needl aspir
943163,take antibiot infect tooth root canal start  antibiot decreas pain infect work,root canal  antibiot
945177,get period two month  enlarg sore breast  bloat abdomen  pain upper back  lower abdomin cramp inner thigh pain  bloodtest negat ,abdomin pain  breast pain  vitamin defici  thigh pain  ovarian cyst  hormon imbal  nutrit  upper leg pain  pregnanc  pregnanc test
945620,dysautonomia woke short breathi walk feel like need air  happen b4 spiral ct xray chest  heart echo stress test evth ok  help,environment allergi  stress  asthma  asthma adult  apnea  sleep apnea  environment allergi  hypersensit  breathless  obstruct sleep apnea
950065,abl breath nose night due septum issu caus sleep apnea would risk high blood pressur,cardiovascular diseas  snore  high blood pressur  apnea  obstruct sleep apnea  sleep apnea  sleep  respiratori system  hypertens  sleep studi
950447,ultrasound found small septat ovarian cyst right ovari danger,ovarian cyst  obstetr  sonogram  obstetr gynecolog
950495,spot 15day period due im due 10day cramp ovari nausea also lower back pain abdomen pain could pregnanc period symptom,abdomin pain  back pain  nausea  miss period  pain back  low back pain  pregnanc  pregnanc test
950528,3 year old boy fever 1 day  cough 3 day  wheez runni nose   xray say asthmat bronchiti   need antibiot ,rhiniti  bronchiti  asthma  cough  fever  pneumonia  wheez  roentgen ray  runni nose  bacteria
950752,faint posit hpt w  first morn urin  neg dr  urin test later day  blood test came back post  drs urin test neg earli test,urinalysi  pregnanc  urin
95105,doctor tell often women get mammogram,breast cancer  cancer  mammogram  digit mammogram
951254,sprain ankl 3 month ago rugbi im play still swollen bruis run turn wrong hurt ok play,ankl sprain  sprain
951289,im scare brain annurisim  headach back head day asprin help eye pain nausea eye flash  go er,nausea  eye pain  headach  migrain headach  migrain  aneurysm  concuss  neurolog  aspirin  ophthalmolog
951330,uti sever time  experi pain testicl urin sometim swell vein test  got cultur done e coli pus cell semen urin  treatment,prostat  epididym  escherichia coli  levaquin  ciprofloxacin  levofloxacin  cipro  urin  urin  semen
951426,got flu shot friday  36 hour later sore throat headach  fever   could  immun respons vaccin,fever  influenza  flu  headach  throat pain  sore throat  immun diseas  flu shot  vaccin  immun
954107,caus salivari gland behind right ear jaw line swell ,mastoid  salivari gland
957248,athlet fungus feet heel itchi red bump rash look itchi,athlet foot  skin rash  athlet  rash  fungus
95928,mammogram aa breast,digit mammogram  alcohol anonym  mammogram
960823,copd seen chest xray,xray chest  copd
