answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
implants and ortho the implants will not move however it may be possible to design your orthodontic tooth movement around that problem you would be best to consult a trained orthodontic specialist to determine if this is possible the worse case scenario would involve removing the implant and replacing it  however i very rarely find this necessary,1712854,2,399521,11185220,91,university of the pacific  arthur a dugoni school of dentistry university of detroit mercy school of dentistry university of detroit mercy school of dentistry,,"[10014299, 12647755, 11503678]","74,603",[u'orthodontia'],i am a board certified orthodontist who has been creating beautiful  confident and healthy smiles for over 30 years in irvine  ca i have been involved not only in the practice of orthodontics  but also have served by teaching others  working on local dental boards  and was president of the california assoc of orthodontists my hobbies are competing in vintage (old) car races and spending time with my family my wife and i have two sons  one daughter and a daughter-in law god has truely blessed me in his gifts  making it my life's avocation to provide gorgeous smiles for my family of patients,[u'i endorse this orthodontist dr johnson is an excellent orthodontist  top in our field and very knowledgable lynann mastaj  dmd'],,orthodontics,51,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
yes the implants will not move as you stated  but the rest of the teeth can be in some instances  those implanted teeth may actually serve the orthodontist well as anchors to move others around best to make an appointment with your orthodontist to see what can be done in your situation,889083,2,399521,11512134,649,saint louis university department of orthodontics southern illinois university school of dental medicine,30years,"[11080084, 10049935, 11089577, 12543253, 10014344, 11083895, 11387377, 11125645, 11184250, 11188319, 11159654, 11183952, 10526986, 11109271, 11146675, 11940386, 11183396, 11573975, 11185705, 11089553]","815,848",[u'orthodontia'  u'orthodontics'  u'dental braces'  u'malocclusion'  u'invisalign'],dr bowman is a diplomate of the american board of orthodontics  a member of the edward h angle society of orthodontists  and is on the faculty of 4 universities dr bowman is a fellow of both the international and the american college of dentists  fellow of the pierre fauchard academy international honor organization  a charter member of the world federation of orthodontists and is a regent of the american association of orthodontists foundation he developed and teaches the straightwire course at the university of michigan  is an adjunct associate professor at saint louis university  an assistant clinical professor at case western reserve university  and visiting clinical lecturer at seton hill university he received the angle research award in 2000 and the alumni merit award from saint louis university in 2005 he is 1 of 4 on the invisalign teen research team and a clinical consultant for orthoaccel,[u'very knowledgeable with excellent  to the point and articulate answers'  u'great orthodontist'],,orthodontics,193,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
you can  but you can get braces and the implants can even be used as anchors to assist in the orthodontics  but you are correct in your assumption that your implants will not move the implants are fused to your jaw bone your implants can always have the crowns on them redone to fit into the new arch alignment and esthetics depending on how much movement  dictates the final results,1317629,1,399521,11186954,"2,271",temple university maurice h kornberg school of dentistry,38years,"[11080084, 10000408, 11045923, 10049366, 10530715, 12543253, 11208135, 11109271, 11183952, 11083895, 10010580, 11060227, 10014299, 11202683, 11499112, 11387377, 12743300, 11125605, 11144895, 12674604]","1,242,065",[u'dental implants'  u'child health'  u'gum disease'  u'caries'  u'gingivitis'  u'cosmetic dentistry'  u'dental care'  u'dental caries'  u'cosmetics'  u'teeth whitening'  u'inflammation of the gums'  u'dental health'  u'teething'  u'eat healthier'  u'malocclusion'  u'diabetes type 1'  u'diabetic diet'  u'tooth disorders'],immediate past president of montgomery bucks dental society- ada component senior staff attending at abington memorial hospital and ada general practice residency  director to pennsylvania's pda 2nd district  member of ada  pda  pdamembership committee  american academy of implant dentistry  selected to be a fellow in the college of american dentistry (induction october 2013)  selected to be a fellow in the pierre fauschard academy  private practice for 30 years,[u'always has excellent thorough answers and advice based upon knowledge  experience and common sense'  u'great doctor consistently gives thoughtful  insightful and expert advice'],2,dentistry,364,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
yes implant can make the ideal anchorage since they can't move hopefully they are in a position such that they can stay put,925243,1,399521,11186805,40,university of pennsylvania school of dental medicine university of rochester,27years,[11503678],"243,277",[u'cosmetic dentistry'],1992 graduate of university of pennsylvania school of dental medicine 1988 graduate university of rochester  bs molecular genetics member: ada academy of stomatology pierre fauchard academy omicron kappa upsilon honor society past president of the academy of stomatology,[u'i have known dr richard berman for many years  he is one of the most honorable  ethical and talented dentists in our community  i have served with dr berman for the prestigious academy of stomatology which is a collection of our areas finest and most dedicated dentists  i recommend dr berman highly'  u'thank you dr berman of being a part of the avvo community  i have had the honor of not just reading your answers presented on this forum  but many times i have learned something new from them  i recommend and endorse dr richard berman'  u'dr berman is highly respected in the community both as a dentist and a leader in organized dentistry  his personality and dedication to comprehensive  personalized care make him an outstanding asset to the profession'  u'dr berman is one of the finest individuals in dentistry his dedication to quality and his precise nature shown in his dentistry'  u'i endorse this dentist very professional and talented dentist'  u'rich is an excellent dentist'],,dentistry,43,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
braces and implants yes  a thorough evaluation by your implant dentist and orthodontist can answer you needs many times implants are place about half way through orthodontics when the ortho is done the implant is also ready for the finish tooth to made,1957586,0,399521,20528512,515,georgetown university school of dentistry georgetown university school of medicine  dc,41years,"[11195338, 12324491, 10053027, 10009095, 11183703, 10002907, 10011913, 11183952, 12456431, 10011426, 12515014, 11185705, 11168702, 26122730]","561,971",[u'bone graft'  u'dental implants'],ba from university of connecticut 1970 in biological sciencesdds from georgetown university school of dentistry 1974staff dental officer naval hospital long beach 1981-1984us navy fellow in general dentistry residency 1year 1985masters business national university 1987fellow academy of general dentistry 1987fellow international college oral implantology 2007board eligible american academy of implant dentistry 2011masters in the academy of general dentistry 2012hobbies skiing  hiking  mountain climbing( highpointersclub@32)publications general dentistry  1987 1989navy medicine 1990  1991,[u'dr devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],3,dentistry,241,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
as as the other panelists responded  getting braces will be no problem depending on exactly how the crowns are shaped on the implants  after your teeth are straightened  you may need to redo the crowns to make things just perfect cannot tell without an exam  but keep that in mind,607591,0,399521,11183687,"17,116",new york university college of dentistry new york university,35years,"[11080084, 11946059, 10007158, 11045923, 10014353, 10530715, 11089577, 10003048, 12543253, 11061343, 11208135, 11109271, 11183703, 11183952, 20596297, 11146675, 10004464, 10038570, 10002907, 11387377]","28,385,884",[u'tooth pain'  u'root canal'  u'dentistry'  u'abscess'  u'caries'  u'dental implants'  u'gum disease'  u'cosmetic dentistry'],relax! you've found quality  concerned dental care for your entire family our relationship with our patients is both professional and friendly we work hard to answer your questions completely and thoroughly  and feel that as an educated consumer  you will better appreciated and understand the efforts we make in providing you with the extraordinary dental care and service you expect and deserve,[u'i would recommend and endore dr davantizis without hesitation  dr davantzis does all he can to not only cut through the confusion that patients struggle with  but he does so with well-thought out and meaningful answers  he truly cares not only for his patients  but for the profession of dentistry'  u'i endorse this dentist  i have known dr davantzis professionally and personally for many years  his clinical and interpersonal skills are outstanding  he truly cares for his patients as if they were his own family  i would highly recommend him to anyone in need of dental care'  u'it is a pleasure to speak on behalf of a trusted and proficient colleague whom i have known for 30 years  ted is an intelligent  articulate  compassionate and highly capable clinician  his patients are quite fortunate to have him as their dentist'  u'dr davantzis demonstrates a clear commitment to the dental profession  and to the community his posts on avvo reflect his vast knowledge and expertise  i believe that he is an asset to his profession and to his patients!'  u'i endorse dr davantzis for his ongoing effort to help patients in need of dental advice  for his vast knowledge  and with whom i share his philosophies concerning dental treatment  he is a credit to our profession'  u'dr davantzis gives clear answers and explanantion in a very kind tone  i find myself in agreement with dr davantzis and i endorse this dentist  thank you dr davantzis for your professionalism\nzev kaufman  dds'],36,dentistry,"2,683",[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
usually often  orthodontists use implants for anchorage as long as they are in an acceptable area  there should be no problem the orthodontist should be able to plan around them,819706,0,399521,11184250,"5,515",university of maryland  baltimore college of dental surgery,36years,"[11080084, 10056546, 11387377, 10002907, 11125605, 11146675, 10004464, 7742792, 10007158, 11447928, 11045923, 10056456, 10014428, 12708459, 11125645, 10040350, 11369163, 11183952, 10056780, 12355789]","3,932,137",[u'false teeth'  u'dental implants'  u'sleep'  u'dental health'  u'oral surgery'  u'stress less'  u'abscess'  u'dental care'  u'dental filling'  u'bone loss'  u'ulcer'  u'missing teeth'  u'oral maxillofacial surgery'  u'diagnostic services'],specialist in reconstruction and replacement of missing teeth full-time practice in both delaware and pennsylvania prosthodontist for by design dental implant center  where we do full mouth extractions and immediate implant placement and placement of temporary fixed teeth in the same day -- life changing treatment also  certified usat level i triathlon coach retired us navy dentist with 35 years of service taught dental school at temple  penn  and southern illinois university i enjoy teaching  coaching  carpentry  reading  competing in triathlon and marathon events  and family i believe we should always help one another  whether it is as simple as holding the door for someone  or providing counsel and advice,[ui commend dr thaler for his consistently informative  to the point and articulate answers  it's obvious that he practices quality dentistry and cares about the well being of his patients  u'dr thaler among the best prosthodontists i know  i wish he was closer to the area where i practice  i trust dr thaler to get optimum results even with difficult cases'  u'i endorse this dentist dr thaler was an instructor of mine at temple dental school that i often saught out for help and guidance'  u'i endorse this dentist   dr thaler is a very skilled and knowledgeable practicioner  dr john whytosek'  u'i endorse this dentist'  u'i endorse this dentist'],10,prosthodontics,"2,468",[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
no  no  implants do not preclude getting braces at all if they are well placed  the fact that they don't move could be helpful as they can be used as anchors to facilitate the movement of your natural teeth in some cases one or both implants can be removed if they would be in the way of the post orthodontic alignment as every case is different  it would be a good idea to consult with an orthodontist to learn how to best incorporate your implants into an orthodontic treatment plan,606635,0,399521,11187063,717,hebrew university of jerusalem yeshiva university usc dental school,38years,"[10005107, 12324491, 10014033, 11069786, 12456431, 11183687, 10075023, 11183952, 11202683, 10014299, 11159654, 11060227, 11109271, 10528823, 10073610, 12515014, 12292890, 11940386, 11827550, 11128785]","1,066,445",[u'dental health'  u'crowded teeth'  u'cosmetic dentistry'  u'orthodontia'  u'orthodontic retainer'  u'orthodontic headgear'  u'dental braces'  u'impacted tooth'  u'crooked teeth'  u'second opinion'  u'invisalign'  u'braces'],i enjoy the outdoors  hiking  biking a walking on the beach or in a new city i enjoy reading mystery stories  but in a similar way  i enjoy solving the mystery of a patient's orthodontic complaint it is gratifying to identify exactly what the problem is and to find the most direct way to resolve it,[u'dr harry aornowitz is a highly trained and experienced specialist  who developed the sarpe technique for rapidly expanding the palate  he is a compassionate and capable clinician in whom i have the utmost confidence  i strongly endorse endorse this dentist'  u'i endorse dr aronowitz he is a highly respected orthodontic specialist in the dental community  and his knowledge and years of experience allow him to advise others in a manner that shows his dedication to the field'  udr aronowitz is a skilled  experienced orthodontist  he is who i myself entrusted to take care of my children's teeth!  u'i highly endorse dr aronowitz  we work together and i am always impressed with his knowledge and expertise'  u'outstanding knowledge  advice  concern for patients and precise articulate to the point answers'  u'great doctor consistently gives thoughtful  insightful and expert advice'],2,orthodontics,187,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
brooklyn  yes  brooklyn  yes  get your smile fixed up implants should not stand in your way there are positives and negatives from the immobility of implants pertaining to orthodontic treatment all of which can be managed by a qualified dentist hope this is helpful  michael i wollock  dmd  agd fellow dentistry at suburban square 610-649-0313 wwwdentistryatsuburbansquarecom,607485,0,399521,11186723,101,university of medicine and dentistry of new jersey  new jersey dental school william paterson university,23years,"[11060224, 11187083]","228,536",nan,i am a graduate of the university of medicine & dentistry of new jersey and have dedicated myself to providing you with the best that dentistry has to offer i am continually educating myself and my staff on the newest techniques and approaches to provide you with advanced  state-of-the-art  comfortable & personalized dental care i received the commendation medal for meritorious service while serving as a captain and a dentist in the united states air force in my continuing education  i have completed advanced courses in aesthetics  cosmetic dentistry & infection control  & i have an advanced degree from the academy of general dentistry i am a member of the academy of stomatology (the oldest dental organization in the country)  and a board member of the main line dental society i was one of the first general dentists in the area to receive invisalign (invisible braces) certification my family and i reside in lower merion i look forward to helping you  dr michael i wollock,[u'i endorse this dentist  dr wollock is competent and capable in all aspects of restorative dentistry  i have had the opportunity to work with dr wollock on numerous occasions and can attest to his quality care'  u'i highly recommend doctor michael wallock for his unique talent and devotion to the dental profession\nexcellence and  professionalism are reflected in his answers to help  the community'  u'dr wollock is a highly respected and accomplished colleague who strives to make a positive difference to his patients and the dental community  i endorse him highly\n\ndr neil mcleod dds'  u'dr wollock is a very kind  caring and talented restorative dentist  we have shared mutual patients for years with great success and more importantly  gratitude from our patients'  u'i endorse this dentist his answers to questions are thought out and he tries to help his patients by educating them on keeping themselves healthy'  u'dr wollock is an outstanding dentist  he possesses an integrity of work  quality of care  detail and precision beyond expectation'],,dentistry,75,[u'implant'  u'dental implants'  u'braces'],can i get braces if i have dental implants? i'm 35  and would like to get braces however  i have two dental implants on the upper left side of my jaw due to an accident years ago since these implants can't move  does that preclude me from being able to
yes if the infection is a virus (usually) it is common to get an immune system response (swollen glands) keep all areas clean and consider medications for canker sores if they reoccur check with your dentist  he / she should be able to help you with the right medication after he/she sees what is going on,807122,0,399835,11453636,531,washington university  st louis mo,40years,"[11762547, 12543253, 11183952, 10014299, 12543305, 10045482, 10532653, 11487413, 11206386, 12404971]","520,373",[u'tmj syndrome'  u'pain management'  u'orthodontia'  u'periodontitis'],i treat acute and chronic head and neck pain patients to stable relationships using orthotics  physical medicine  and tmj orthodontics i use the perio protect method to treat the bacteria that cause gum disease and are associated with systemic inflammatory diseases,[u'great dentist!!'],1,dentistry,257,[u'canker sore'  u'herpes'  u'ulceration'  u'swollen glands'  u'aphthous stomatitis'  u'blisters in the mouth'  u'enlarged lymph nodes'  u'enlarged glands'  u'dentistry'  u'defense mechanism'],are swollen glands common with canker sores? could i have an infection? i have had a huge canker sore on my cheek now i have a small ones on my tounge  lip  and back near my wisdom tooth and my glands are swollen and feels better after i brush
it it is monday and you should go and see your dentist! food packing is a real nuisance  and it can happen because part of the tooth or filling has broken away  leaving a space  or more often there is gum disease and the teeth or tooth has lost enough bone to cause it to be less able to with stand the pressure of the bite under these circumstances the tooth drift back under pressure and food packs into the space for relief i would recommend brushing  flossing and rinsing  and temporarily taking advil and tylenol but really i think you should go and see you dentist and have the gums treated and the bite corrected dr neil mcleod dds dentistry that last - quality that counts,663405,0,400389,11187228,664,university of southern california herman ostrow school of dentistry university of southern california herman ostrow school of dentistry  1975 royal college of surgeons of england 1973 university of london  united medical and dental schools of guy's and st thomas's hospitals  england 1972,43years,"[12324491, 11045923, 11125605, 11183952, 11144895, 10002907, 11202683, 12456431, 11499112, 11183687, 11109271, 10000365, 12515014, 12292890, 11186316, 12730536, 10524728, 10531848, 10532658, 11850852]","781,651",[u'dental care'  u'dental implants'  u'dental cleaning'  u'crowded teeth'  u'dental procedures'  u'partial denture'  u'dental sealants'  u'dental bridge'  u'dental bite disturbances'],neil stewart mcleod dds  bds(lond)  ldsrcs(eng)doctor neil mcleod was born in oxford  england and raised in kenya he was educated in kenya and britain and attended guy's hospital dental school where he earned his baccalaureate  and obtained his licentiate from the royalcollege of surgeons of england his post graduate studies were at usc doctor mcleod maintains a private practice on sunset boulevard in hollywood his research into the alignment of precision attachments has been published in the journal of prosthetic dentistry  and he serves as president of the beverly hills academy of dentistry he currently lectures in web presence and social media for professionals he is the inventor of the contact marker,[u'i have known and worked with dr mcleod for over 30 years i have always found him to do the best for his patients and stay at the forefront of new developments in dentistry  he is a true professional and caring human being'  u'i endorse dr mcleod for his knowledge  expertise and sincere dedication to his profession along with his willingess to offer advice to patients so that they can make the right decisions regarding their treatment choices'  u'dr mcleod is a superb dentist  he treats all of his patients with the utmost competence and caring  it is without reservation whatsover that i recommend dr mcleod to anyone seeking high qulaity dental care'  ui endorse this dentist i've known neil for more than 20 years and he is the consummate dentist an intelligent man with a wonderful personality and the ability to perform excellent dentistry  udr mcleod's answers are matter of fact  to the point  and informative at the same time  i endorse this dentist and find myself in agreement with him\nzev kaufman  dds  u'i endorse this dentist i have seen his work and it is very good he cares about and tries to do the very best for his patients'],,prosthodontics,204,[u'root canal'  u'dentistry'  u'nutrition'  u'flossing'],bottom right molar and gums hurt a lot is it infected? can i wait until monday? food often gets lodged between my two bottom right molars wisdom tooth gone  but between these two teeth there is a crach and food likes it there i have to floss constantly
have it re-evaluated pain and swelling is normal and may last for several months after a foot injury factors that may speed your recovery include: immobilization  elevation  good nutrition  adequate circulation  infection control have it evaluated by a specialist follow your physicians’ instructions and do not smoke,918719,2,401520,11499250,"7,693",new york college of podiatric medicine,17years,"[7553169, 11080084, 10013908, 10056546, 10073610, 11387377, 10005496, 10056744, 10000610, 10070856, 11092579, 10014724, 10002907, 10057041, 10011913, 10000041, 12229824, 12324491, 10058367, 10005276]","14,303,318",[u'podiatry'  u'foot care'  u'sprain'  u'neuropathy'  u'foot and ankle injuries'  u'diabetic foot'  u'diabetic neuropathy'  u'surgery'  u'education'  u'broken foot'  u'foot ulcers'  u'hammer toe'  u'wounds'  u'orthopedic braces'  u'foot surgery'  u'hammertoe correction'  u'osteomyelitis'  u'bunion repair'],dr payam rafat is a podiatric surgeon who is in private practice in mount vernon  ny as a podiatric attending he assists in the training of the podiatric surgical residents at montefiore mount vernon hospital  and at montefiore new rochelle hospital in addition  he provides podiatric services at the yonkers community health center dr rafat is certified in clinical hyperbaric medicine  diagnostic ultrasound technology  and endoscopic plantar fasciotomy he is a diplomate of the american board of multiple specialties in podiatry he has lectured locally  nationally and internationally and has presented several scientific posters for his achievements  healthtap has recognized him as top podiatrist nationally in 2013 and 2014,[u'very thoughtful extremely knowledgeable a great doctor a great human being it is my pleasure to be able to write this recommendation'  u'dr rafat provides excellent information on podiatry to the public via healthtap'  u'dr raft enjoys his practice and wants to share his knowledge-dave'  u'very accurate and timely responses'],19,podiatry,"1,713",[u'wounds'  u'broken bone'  u'gout'  u'wound care'],second toe on left foot won't heal broke foot and put in boot and told me to rest with foot up  when removed one month later  toe was red  swollen and a big  deep sore on toe  wound care nurses treated me for 2 weeks and pronounced it healed  saw doct
odd sounds odd that a wound of this magnitude wld be healed in 2 weeks see a wound care specialist i agree with the other comments,1296395,1,401520,11905398,"1,277",the university of louisville,30years,"[11755506, 10009095, 11144895, 10014033, 12647808, 11146675, 10011426, 11520083, 12346026, 10050210, 11194147, 12448471, 12378450, 12785868]","970,132",nan,,[u'dr dorsey is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr dorsey is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],,wound care,244,[u'wounds'  u'broken bone'  u'gout'  u'wound care'],second toe on left foot won't heal broke foot and put in boot and told me to rest with foot up  when removed one month later  toe was red  swollen and a big  deep sore on toe  wound care nurses treated me for 2 weeks and pronounced it healed  saw doct
i i have never heard of such a thing white filling are much more technique sensitive and this one sounds like it is either just a bit high or needs to be redone sounds like you are on the right track by seeing the new dentist,611339,0,405506,11062285,215,university of southern california herman ostrow school of dentistry university of california - los angeles university of southern california,26years,"[11080084, 12324491, 10075023, 10526407, 11089553, 10532658, 11503678, 11069843, 11186434, 7451554, 7494112, 9230904, 11185417, 7298054, 7216081, 7020988, 7051403, 7168756, 7250916, 7357463]","115,162",[u'cosmetic dentistry'  u'periodontitis'],general dentist with interest inmost aspects of dentistry i pride myself in comprehensive and gentle dental care i have been practicing dentistry in davis  ca for 20 years,[u'great dentist!!!'],2,dentistry,100,[u'dentistry'],my dentists says im sensitive to the white fillings so he needs to replace them with silver ones? i called my dentist and told him im in pain with the white filling and he said sometimes ppl can not have the white cause they r to sensitve and silver has
dr dr funari gives good advise always have these kinds of things checked out if it is an amalgam tatoo and is not in a visible place in your mouth it can be left with no serious consequence,612219,0,406194,11187445,161,university of pennsylvania school of dental medicine,43years,[11499112],"395,856",[u'dentistry'  u'root canal'  u'gum disease'  u'gingivitis'  u'inflammation of the gums'  u'dental care'  u'abscess'  u'caries'  u'child health'  u'teeth whitening'  u'dental caries'  u'periodontitis'  u'orthodontics'  u'laser teeth whitening'  u'abscessed tooth'  u'crowded teeth'  u'tooth abscess'  u'porcelain veneers'  u'tooth pain'  u'dental pain'],it is my goal to utilize advanced training  artistic talent  clinical expertise  and extensive experience to create smiles that enhance the appearance of my patients while complementing their personalities and lifestyles i am dedicated to providing high quality care  assuring my patients’ long-term dental comfort  health and beauty,[u'i endorse this dentist  \ni have worked with dr scharf on numerous cases over many years  i have found john to be a talented dentist who blends the science and artistic aspects of cosmetic dentistry  frequently exceeding the patients expectations  john remains an advocate for his patients and appreciates the steps required to have exceptional results'  u'i have worked with dr scharf for over 17 years and can say he is one of the very best cosmetic dentists i have ever worked with he is always available to discuss cases with me and is very caring towards his patients he is an asset to the dental community  and able to perform any procedures needed to treat all types of dental needs'  u'dr scharf has excellent cosmetic skills and has a long standing history of providing care   i know of countless patients that have also been pleased with treatments as simple as a tooth colored white filling to more complex care involving restored dental implants   i certainly endorse this dentist'  u'i have worked with dr scharf for over 25 years and have consistently found him to be an excellent and caring clinician he has a  passion for creating healthy and beautiful smiles we are fortunate to have this cosmetic dentist in chester county'  uas an associate of dr scharf's i've seen firsthand  numerous examples of his high-quality  aesthetic work   patients who come to dr scharf can not only expect to receive 'a new smile' but highly personable treatment  from a skilled clinician  u'i endorse this dentist  we have worked together on several patients and all have been extremely pleased with his final cosmetic restorations  they all stated they would return for future treatment if needed or desired'],,cosmetic dentistry,103,[u'dentistry'  u'cavity'],can fillings cause discoloration on my gums? i had a silver filling used to fill a cavity  and now the gum next to it looks like it is turning bluish or something i don't know what's going on should i see my dentist?
gum into caivity yes gum can and does grow into a hole in your tooth but you still need to get your tooth fixed before it abscesses,1905163,0,408119,20528512,515,georgetown university school of dentistry georgetown university school of medicine  dc,41years,"[11195338, 12324491, 10053027, 10009095, 11183703, 10002907, 10011913, 11183952, 12456431, 10011426, 12515014, 11185705, 11168702, 26122730]","561,971",[u'bone graft'  u'dental implants'],ba from university of connecticut 1970 in biological sciencesdds from georgetown university school of dentistry 1974staff dental officer naval hospital long beach 1981-1984us navy fellow in general dentistry residency 1year 1985masters business national university 1987fellow academy of general dentistry 1987fellow international college oral implantology 2007board eligible american academy of implant dentistry 2011masters in the academy of general dentistry 2012hobbies skiing  hiking  mountain climbing( highpointersclub@32)publications general dentistry  1987 1989navy medicine 1990  1991,[u'dr devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'  u'dr devin is an amazing doctor! #nationaldoctorsday2015 #virtualflower1'],3,dentistry,241,[u'hepatitis a'],i had a filling fall out of my tooth some months back and now i have noticed that my gums have filled in the hole is this normal i need to know whether or not this is bad my filling fell out and my gum seems to hav filled in the hold that the filling had
your your filling fell out because the tooth structure holding the filling in became weak  it either had decay or it had cracked tissue will percolate into a broken down tooth it means the tooth is in dire need of help  asap you need to make an appointment with a dentist to determine the proper course of action allowing this to remain can result in a severe infection with pain and swelling in the end  the results will be the same: the tooth will be extracted,613397,0,408119,11183687,"17,116",new york university college of dentistry new york university,35years,"[11080084, 11946059, 10007158, 11045923, 10014353, 10530715, 11089577, 10003048, 12543253, 11061343, 11208135, 11109271, 11183703, 11183952, 20596297, 11146675, 10004464, 10038570, 10002907, 11387377]","28,385,884",[u'tooth pain'  u'root canal'  u'dentistry'  u'abscess'  u'caries'  u'dental implants'  u'gum disease'  u'cosmetic dentistry'],relax! you've found quality  concerned dental care for your entire family our relationship with our patients is both professional and friendly we work hard to answer your questions completely and thoroughly  and feel that as an educated consumer  you will better appreciated and understand the efforts we make in providing you with the extraordinary dental care and service you expect and deserve,[u'i would recommend and endore dr davantizis without hesitation  dr davantzis does all he can to not only cut through the confusion that patients struggle with  but he does so with well-thought out and meaningful answers  he truly cares not only for his patients  but for the profession of dentistry'  u'i endorse this dentist  i have known dr davantzis professionally and personally for many years  his clinical and interpersonal skills are outstanding  he truly cares for his patients as if they were his own family  i would highly recommend him to anyone in need of dental care'  u'it is a pleasure to speak on behalf of a trusted and proficient colleague whom i have known for 30 years  ted is an intelligent  articulate  compassionate and highly capable clinician  his patients are quite fortunate to have him as their dentist'  u'dr davantzis demonstrates a clear commitment to the dental profession  and to the community his posts on avvo reflect his vast knowledge and expertise  i believe that he is an asset to his profession and to his patients!'  u'i endorse dr davantzis for his ongoing effort to help patients in need of dental advice  for his vast knowledge  and with whom i share his philosophies concerning dental treatment  he is a credit to our profession'  u'dr davantzis gives clear answers and explanantion in a very kind tone  i find myself in agreement with dr davantzis and i endorse this dentist  thank you dr davantzis for your professionalism\nzev kaufman  dds'],36,dentistry,"2,683",[u'hepatitis a'],i had a filling fall out of my tooth some months back and now i have noticed that my gums have filled in the hole is this normal i need to know whether or not this is bad my filling fell out and my gum seems to hav filled in the hold that the filling had
while while it likely isn't causing pain  the condition still needs attention asap gums can creep in a few mm's when a tooth breaks and can harbor bacteria and bio-film if left alone  decay or bone loss can result  and often leads to loss of the tooth there is a reason the filling fell out  it is important to know why,698214,0,408119,11359773,239,oregon health & science university school of dentistry,,"[11080084, 10014305, 10014627, 10014640, 11185336, 11187286, 11503678, 11514564, 11184419, 11089784, 11086241, 12242507, 11183567, 11892671, 11207908]","728,542",[u'sleep apnea'  u'dental implants'  u'dental care'  u'tmj syndrome'  u'cosmetic dentistry'  u'botox'  u'orthodontia'],dr timmerman is internationally known for delivering high level dental care and even has a license in belgium a perpetual student  he exceeds all requirements of continuing dental education and even teaches other dentists via lectures and hands on instruction he devotes all his spare time to his beautiful wife and three gorgeous daughters he loves to travel and stay active  by skiing  running and many other forms of exercise however  most of his time is simply being a taxi to the family,[u'dr timmerman is a talented and knowledgeable dentist who spends much of his free time in continuing education to learn the newest and best ways to take care of his patients  i would not hesitate to refer my friends and family to see him  nor would i hesitate to have him work on me either'  u'i have known dr timmerman for several years as we both participate on an internet dental professional forum of which dr timmerman is a frequent contributor his insights on varying topics are held in the highest regard he has an undeniable passion and dedication for his profession'  udr timmerman has that rare gift of taking what can be very confusing about dentistry and making it very easy to understand  it's a rare gift to have and one that i compliment and commend dr timmerman for having  i recommend and endorse dr timmerman to the highest extent  u'i endorse this dentist  he is highly educated and invests i his practice  he cares for  all his patients and he enjoys his work too  please visit him you will be very happy'  u'i endorse dr timmerman his contributions are very thoughtful and knowledgable lynann mastaj  dmd'  u'i endorse this dentist thank you dr timmerman excellent  insightful answers'],1,cosmetic dentistry,121,[u'hepatitis a'],i had a filling fall out of my tooth some months back and now i have noticed that my gums have filled in the hole is this normal i need to know whether or not this is bad my filling fell out and my gum seems to hav filled in the hold that the filling had
